league,season,fixture_id,date,venue,referee,home_team,away_team,home_goals,away_goals,status,home_shots_on_target,away_shots_on_target,home_shots_total,away_shots_total,home_possession,away_possession,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_passes,away_passes,home_pass_accuracy,away_pass_accuracy,goal_diff,result,total_goals,home_win,draw,away_win,home_total_cards,away_total_cards,total_cards,card_diff,possession_diff,pass_accuracy_diff,shot_diff,shots_on_target_diff,passes_diff,home_shot_efficiency,away_shot_efficiency,shot_efficiency_diff,big_team_home,big_team_away,big_team_match
Serie A,2022,881805,2022-08-27 18:45:00+00:00,Stadio Alberto Picco,F. Cosso,Spezia,Sassuolo,2,2,FT,2.0,8.0,7.0,21.0,42.0,58.0,2.0,1.0,1.0,0.0,399.0,543.0,75.0,83.0,0,D,4,0,1,0,3.0,1.0,4.0,2.0,-16.0,-8.0,-14.0,-6.0,-144.0,0.2857142857142857,0.09523809523809523,0.19047619047619047,0,0,0
Serie A,2022,881838,2022-09-10 18:45:00+00:00,Stadio Comunale Luigi Ferraris,M. Fabbri,Sampdoria,AC Milan,1,2,FT,4.0,4.0,10.0,15.0,57.0,43.0,5.0,2.0,0.0,1.0,482.0,367.0,86.0,79.0,-1,A,3,0,0,1,5.0,3.0,8.0,2.0,14.0,7.0,-5.0,0.0,115.0,0.1,0.13333333333333333,-0.033333333333333326,0,1,0
Serie A,2022,881839,2022-09-11 13:00:00+00:00,MAPEI Stadium - Città del Tricolore,G. Camplone,Sassuolo,Udinese,1,3,FT,2.0,4.0,5.0,17.0,32.0,68.0,1.0,3.0,1.0,0.0,260.0,557.0,68.0,89.0,-2,A,4,0,0,1,2.0,3.0,5.0,-1.0,-36.0,-21.0,-12.0,-2.0,-297.0,0.2,0.17647058823529413,0.023529411764705882,0,0,0
Serie A,2022,881831,2022-09-11 13:00:00+00:00,Stadio Renato Dall'Ara,D. Orsato,Bologna,Fiorentina,2,1,FT,4.0,2.0,12.0,13.0,39.0,61.0,1.0,4.0,0.0,1.0,295.0,443.0,77.0,86.0,1,H,3,1,0,0,1.0,5.0,6.0,-4.0,-22.0,-9.0,-1.0,2.0,-148.0,0.16666666666666666,0.07692307692307693,0.08974358974358973,0,0,0
Serie A,2022,881832,2022-09-12 18:45:00+00:00,Stadio Carlo Castellani,L. Marinelli,Empoli,AS Roma,1,2,FT,3.0,7.0,20.0,13.0,53.0,47.0,3.0,1.0,1.0,0.0,403.0,368.0,81.0,77.0,-1,A,3,0,0,1,4.0,1.0,5.0,3.0,6.0,4.0,7.0,-4.0,35.0,0.05,0.15384615384615385,-0.10384615384615385,0,0,0
Serie A,2022,881844,2022-09-18 13:00:00+00:00,U-Power Stadium,F. Maresca,Monza,Juventus,1,0,FT,4.0,2.0,17.0,10.0,60.0,40.0,2.0,1.0,0.0,1.0,542.0,352.0,87.0,76.0,1,H,1,1,0,0,2.0,2.0,4.0,0.0,20.0,11.0,7.0,2.0,190.0,0.058823529411764705,0.0,0.058823529411764705,0,1,0
Serie A,2022,881875,2022-10-17 18:45:00+00:00,Stadio Comunale Via del Mare,L. Massimi,Lecce,Fiorentina,1,1,FT,2.0,5.0,6.0,10.0,41.0,59.0,5.0,4.0,1.0,0.0,302.0,446.0,70.0,76.0,0,D,2,0,1,0,6.0,4.0,10.0,2.0,-18.0,-6.0,-4.0,-3.0,-144.0,0.16666666666666666,0.1,0.06666666666666665,0,0,0
Serie A,2022,881897,2022-10-30 14:00:00+00:00,Stadio Alberto Picco,D. Massa,Spezia,Fiorentina,1,2,FT,6.0,5.0,10.0,27.0,49.0,51.0,5.0,3.0,1.0,0.0,311.0,327.0,68.0,70.0,-1,A,3,0,0,1,6.0,3.0,9.0,3.0,-2.0,-2.0,-17.0,1.0,-16.0,0.1,0.07407407407407407,0.025925925925925936,0,0,0
Serie A,2022,881891,2022-10-31 17:30:00+00:00,Stadio Marc'Antonio Bentegodi,J. Sacchi,Verona,AS Roma,1,3,FT,3.0,6.0,7.0,14.0,32.0,68.0,3.0,1.0,1.0,0.0,258.0,553.0,71.0,86.0,-2,A,4,0,0,1,4.0,1.0,5.0,3.0,-36.0,-15.0,-7.0,-3.0,-295.0,0.14285714285714285,0.21428571428571427,-0.07142857142857142,0,0,0
Serie A,2022,881903,2022-11-05 19:45:00+00:00,Stadio Giuseppe Meazza,M. Fabbri,AC Milan,Spezia,2,1,FT,11.0,5.0,23.0,13.0,59.0,41.0,6.0,4.0,1.0,0.0,428.0,300.0,77.0,65.0,1,H,3,1,0,0,7.0,4.0,11.0,3.0,18.0,12.0,10.0,6.0,128.0,0.08695652173913043,0.07692307692307693,0.010033444816053505,1,0,0
Serie A,2022,881906,2022-11-06 14:00:00+00:00,U-Power Stadium,F. Cosso,Monza,Verona,2,0,FT,3.0,2.0,14.0,7.0,76.0,24.0,3.0,1.0,0.0,1.0,639.0,199.0,86.0,59.0,2,H,2,1,0,0,3.0,2.0,5.0,1.0,52.0,27.0,7.0,1.0,440.0,0.14285714285714285,0.0,0.14285714285714285,0,0,0
Serie A,2022,881916,2022-11-08 17:30:00+00:00,Stadio Diego Armando Maradona,L. Pairetto,Napoli,Empoli,2,0,FT,4.0,1.0,18.0,6.0,75.0,25.0,1.0,6.0,0.0,1.0,684.0,236.0,89.0,68.0,2,H,2,1,0,0,1.0,7.0,8.0,-6.0,50.0,21.0,12.0,3.0,448.0,0.1111111111111111,0.0,0.1111111111111111,1,0,0
Serie A,2022,881912,2022-11-10 17:30:00+00:00,Stadio Marc'Antonio Bentegodi,M. Di Bello,Verona,Juventus,0,1,FT,2.0,3.0,15.0,11.0,43.0,57.0,3.0,2.0,0.0,1.0,321.0,438.0,77.0,81.0,-1,A,1,0,0,1,3.0,3.0,6.0,0.0,-14.0,-4.0,4.0,-1.0,-117.0,0.0,0.09090909090909091,-0.09090909090909091,0,1,0
Serie A,2022,881926,2022-11-13 14:00:00+00:00,U-Power Stadium,A. Giua,Monza,Salernitana,3,0,FT,7.0,0.0,19.0,5.0,57.0,43.0,0.0,2.0,0.0,1.0,565.0,416.0,89.0,85.0,3,H,3,1,0,0,0.0,3.0,3.0,-3.0,14.0,4.0,14.0,7.0,149.0,0.15789473684210525,0.0,0.15789473684210525,0,0,0
Serie A,2022,881948,2023-01-08 17:00:00+00:00,Stadio Comunale Luigi Ferraris,R. Abisso,Sampdoria,Napoli,0,2,FT,2.0,8.0,9.0,24.0,34.0,66.0,3.0,2.0,1.0,0.0,329.0,666.0,75.0,91.0,-2,A,2,0,0,1,4.0,2.0,6.0,2.0,-32.0,-16.0,-15.0,-6.0,-337.0,0.0,0.08333333333333333,-0.08333333333333333,0,1,0
Serie A,2022,881956,2023-01-15 19:45:00+00:00,Stadio Olimpico,A. Giua,AS Roma,Fiorentina,2,0,FT,4.0,3.0,10.0,7.0,52.0,48.0,3.0,4.0,0.0,1.0,450.0,422.0,88.0,85.0,2,H,2,1,0,0,3.0,5.0,8.0,-2.0,4.0,3.0,3.0,1.0,28.0,0.2,0.0,0.2,0,0,0
Serie A,2022,881963,2023-01-23 19:45:00+00:00,Stadio Giuseppe Meazza,A. Rapuano,Inter,Empoli,0,1,FT,1.0,8.0,16.0,13.0,49.0,51.0,4.0,3.0,1.0,0.0,472.0,517.0,82.0,85.0,-1,A,1,0,0,1,5.0,3.0,8.0,2.0,-2.0,-3.0,3.0,-7.0,-45.0,0.0,0.07692307692307693,-0.07692307692307693,0,0,0
Serie A,2022,881987,2023-02-04 19:45:00+00:00,MAPEI Stadium - Città del Tricolore,M. Marcenaro,Sassuolo,Atalanta,1,0,FT,8.0,2.0,18.0,7.0,54.0,46.0,5.0,1.0,0.0,2.0,527.0,442.0,86.0,82.0,1,H,1,1,0,0,5.0,3.0,8.0,2.0,8.0,4.0,11.0,6.0,85.0,0.05555555555555555,0.0,0.05555555555555555,0,0,0
Serie A,2022,881991,2023-02-11 14:00:00+00:00,Stadio Carlo Castellani,A. Giua,Empoli,Spezia,2,2,FT,8.0,3.0,25.0,9.0,65.0,35.0,1.0,5.0,1.0,1.0,562.0,311.0,87.0,76.0,0,D,4,0,1,0,2.0,6.0,8.0,-4.0,30.0,11.0,16.0,5.0,251.0,0.08,0.2222222222222222,-0.1422222222222222,0,0,0
Serie A,2022,882005,2023-02-19 14:00:00+00:00,Stadio Arechi,R. Abisso,Salernitana,Lazio,0,2,FT,2.0,7.0,9.0,21.0,35.0,65.0,4.0,1.0,1.0,0.0,398.0,752.0,80.0,88.0,-2,A,2,0,0,1,5.0,1.0,6.0,4.0,-30.0,-8.0,-12.0,-5.0,-354.0,0.0,0.09523809523809523,-0.09523809523809523,0,1,0
Serie A,2022,882012,2023-02-25 17:00:00+00:00,Stadio Carlo Castellani,G. Ayroldi,Empoli,Napoli,0,2,FT,2.0,6.0,9.0,19.0,46.0,54.0,2.0,1.0,0.0,1.0,408.0,474.0,83.0,88.0,-2,A,2,0,0,1,2.0,2.0,4.0,0.0,-8.0,-5.0,-10.0,-4.0,-66.0,0.0,0.10526315789473684,-0.10526315789473684,0,1,0
Serie A,2022,882018,2023-02-26 14:00:00+00:00,Stadio Arechi,L. Marinelli,Salernitana,Monza,3,0,FT,5.0,4.0,12.0,15.0,38.0,62.0,2.0,4.0,0.0,1.0,353.0,570.0,81.0,88.0,3,H,3,1,0,0,2.0,5.0,7.0,-3.0,-24.0,-7.0,-3.0,1.0,-217.0,0.25,0.0,0.25,0,0,0
Serie A,2022,882028,2023-03-05 11:30:00+00:00,Stadio Alberto Picco,D. Doveri,Spezia,Verona,0,0,FT,4.0,3.0,20.0,11.0,69.0,31.0,2.0,1.0,1.0,0.0,491.0,211.0,83.0,61.0,0,D,0,0,1,0,3.0,1.0,4.0,2.0,38.0,22.0,9.0,1.0,280.0,0.0,0.0,0.0,0,0,0
Serie A,2022,882025,2023-03-05 19:45:00+00:00,Stadio Olimpico,F. Maresca,AS Roma,Juventus,1,0,FT,2.0,5.0,6.0,14.0,41.0,59.0,3.0,2.0,0.0,1.0,390.0,564.0,82.0,89.0,1,H,1,1,0,0,3.0,3.0,6.0,0.0,-18.0,-7.0,-8.0,-3.0,-174.0,0.16666666666666666,0.0,0.16666666666666666,0,1,0
Serie A,2022,882037,2023-03-12 17:00:00+00:00,Stadio Olimpico,M. Fabbri,AS Roma,Sassuolo,3,4,FT,7.0,10.0,17.0,19.0,53.0,47.0,4.0,2.0,1.0,0.0,462.0,415.0,82.0,78.0,-1,A,7,0,0,1,5.0,2.0,7.0,3.0,6.0,4.0,-2.0,-3.0,47.0,0.17647058823529413,0.21052631578947367,-0.03405572755417954,0,0,0
Serie A,2022,882043,2023-03-19 17:00:00+00:00,Stadio Olimpico,D. Massa,Lazio,AS Roma,1,0,FT,5.0,3.0,12.0,8.0,69.0,31.0,4.0,4.0,1.0,2.0,694.0,301.0,92.0,80.0,1,H,1,1,0,0,5.0,6.0,11.0,-1.0,38.0,12.0,4.0,2.0,393.0,0.08333333333333333,0.0,0.08333333333333333,1,0,0
Serie A,2022,882042,2023-03-19 19:45:00+00:00,Stadio Giuseppe Meazza,D. Chiffi,Inter,Juventus,0,1,FT,3.0,3.0,18.0,7.0,69.0,31.0,3.0,4.0,1.0,1.0,620.0,268.0,89.0,76.0,-1,A,1,0,0,1,4.0,5.0,9.0,-1.0,38.0,13.0,11.0,0.0,352.0,0.0,0.14285714285714285,-0.14285714285714285,0,1,0
Serie A,2022,882052,2023-04-02 16:00:00+00:00,Stadio Olimpico,M. Irrati,AS Roma,Sampdoria,3,0,FT,11.0,3.0,28.0,6.0,51.0,49.0,3.0,5.0,0.0,1.0,421.0,420.0,88.0,86.0,3,H,3,1,0,0,3.0,6.0,9.0,-3.0,2.0,2.0,22.0,8.0,1.0,0.10714285714285714,0.0,0.10714285714285714,0,0,0
Serie A,2022,882078,2023-04-14 18:45:00+00:00,Stadio Alberto Picco,M. Irrati,Spezia,Lazio,0,3,FT,2.0,7.0,6.0,13.0,53.0,47.0,3.0,4.0,1.0,0.0,599.0,550.0,88.0,88.0,-3,A,3,0,0,1,4.0,4.0,8.0,0.0,6.0,0.0,-7.0,-5.0,49.0,0.0,0.23076923076923078,-0.23076923076923078,0,1,0
Serie A,2022,882105,2023-05-03 16:00:00+00:00,Stadio Comunale Luigi Ferraris,G. Camplone,Sampdoria,Torino,0,2,FT,0.0,4.0,7.0,12.0,41.0,59.0,3.0,2.0,1.0,0.0,411.0,585.0,76.0,85.0,-2,A,2,0,0,1,4.0,2.0,6.0,2.0,-18.0,-9.0,-5.0,-4.0,-174.0,0.0,0.16666666666666666,-0.16666666666666666,0,0,0
Serie A,2022,882107,2023-05-03 19:00:00+00:00,Stadio Giuseppe Meazza,L. Pairetto,AC Milan,Cremonese,1,1,FT,5.0,2.0,18.0,6.0,74.0,26.0,0.0,3.0,0.0,1.0,680.0,240.0,86.0,66.0,0,D,2,0,1,0,0.0,4.0,4.0,-4.0,48.0,20.0,12.0,3.0,440.0,0.05555555555555555,0.16666666666666666,-0.1111111111111111,1,0,0
Serie A,2022,882121,2023-05-14 13:00:00+00:00,Stadio Artemio Franchi,D. Paterna,Fiorentina,Udinese,2,0,FT,3.0,1.0,18.0,5.0,45.0,55.0,3.0,3.0,1.0,1.0,361.0,438.0,81.0,83.0,2,H,2,1,0,0,4.0,4.0,8.0,0.0,-10.0,-2.0,13.0,2.0,-77.0,0.1111111111111111,0.0,0.1111111111111111,0,0,0
Serie A,2022,882139,2023-05-19 18:45:00+00:00,MAPEI Stadium - Città del Tricolore,A. Santoro,Sassuolo,Monza,1,2,FT,4.0,6.0,13.0,17.0,45.0,55.0,2.0,5.0,1.0,0.0,426.0,540.0,83.0,88.0,-1,A,3,0,0,1,3.0,5.0,8.0,-2.0,-10.0,-5.0,-4.0,-2.0,-114.0,0.07692307692307693,0.11764705882352941,-0.04072398190045248,0,0,0
Serie A,2022,882137,2023-05-21 16:00:00+00:00,Stadio Diego Armando Maradona,L. Marinelli,Napoli,Inter,3,1,FT,9.0,2.0,22.0,6.0,70.0,30.0,1.0,2.0,0.0,1.0,842.0,344.0,93.0,82.0,2,H,4,1,0,0,1.0,3.0,4.0,-2.0,40.0,11.0,16.0,7.0,498.0,0.13636363636363635,0.16666666666666666,-0.030303030303030304,1,0,0
Serie A,2022,882143,2023-05-27 13:00:00+00:00,Stadio Arechi,N. Baroni,Salernitana,Udinese,3,2,FT,3.0,4.0,11.0,10.0,48.0,52.0,3.0,3.0,0.0,1.0,401.0,438.0,82.0,80.0,1,H,5,1,0,0,3.0,4.0,7.0,-1.0,-4.0,2.0,1.0,-1.0,-37.0,0.2727272727272727,0.2,0.0727272727272727,0,0,0
Serie A,2022,882149,2023-05-28 13:00:00+00:00,U-Power Stadium,D. Doveri,Monza,Lecce,0,1,FT,1.0,1.0,5.0,9.0,74.0,26.0,2.0,3.0,1.0,0.0,643.0,225.0,91.0,70.0,-1,A,1,0,0,1,3.0,3.0,6.0,0.0,48.0,21.0,-4.0,0.0,418.0,0.0,0.1111111111111111,-0.1111111111111111,0,0,0
Serie A,2022,882156,2023-06-02 18:30:00+00:00,MAPEI Stadium - Città del Tricolore,M. Marchetti,Sassuolo,Fiorentina,1,3,FT,2.0,7.0,5.0,15.0,51.0,49.0,4.0,4.0,2.0,0.0,440.0,403.0,86.0,90.0,-2,A,4,0,0,1,6.0,4.0,10.0,2.0,2.0,-4.0,-10.0,-5.0,37.0,0.2,0.2,0.0,0,0,0
Serie A,2022,882154,2023-06-04 19:00:00+00:00,Stadio Olimpico,F. Maresca,AS Roma,Spezia,2,1,FT,5.0,2.0,19.0,8.0,69.0,31.0,2.0,9.0,0.0,1.0,516.0,232.0,87.0,70.0,1,H,3,1,0,0,2.0,10.0,12.0,-8.0,38.0,17.0,11.0,3.0,284.0,0.10526315789473684,0.125,-0.019736842105263164,0,0,0
Serie A,2022,882150,2023-06-04 19:00:00+00:00,Gewiss Stadium,M. Di Bello,Atalanta,Monza,5,2,FT,10.0,4.0,20.0,8.0,39.0,61.0,1.0,2.0,0.0,1.0,415.0,667.0,85.0,88.0,3,H,7,1,0,0,1.0,3.0,4.0,-2.0,-22.0,-3.0,12.0,6.0,-252.0,0.25,0.25,0.0,0,0,0
Serie A,2022,1030674,2023-06-11 18:45:00+00:00,MAPEI Stadium - Città del Tricolore,D. Orsato,Spezia,Verona,1,3,FT,10.0,5.0,17.0,9.0,69.0,31.0,2.0,5.0,0.0,1.0,463.0,221.0,82.0,60.0,-2,A,4,0,0,1,2.0,6.0,8.0,-4.0,38.0,22.0,8.0,5.0,242.0,0.058823529411764705,0.3333333333333333,-0.2745098039215686,0,0,0
Ligue 1,2022,871474,2022-08-05 19:00:00+00:00,Groupama Stadium,B. Bastien,Lyon,Ajaccio,2,1,FT,6.0,4.0,11.0,8.0,68.0,32.0,1.0,6.0,1.0,1.0,635.0,297.0,87.0,73.0,1,H,3,1,0,0,2.0,7.0,9.0,-5.0,36.0,14.0,3.0,2.0,338.0,0.18181818181818182,0.125,0.05681818181818182,0,0,0
Ligue 1,2022,871482,2022-08-13 15:00:00+00:00,Stade Louis II,J. Pignard,Monaco,Rennes,1,1,FT,4.0,8.0,12.0,24.0,34.0,66.0,0.0,3.0,1.0,0.0,328.0,628.0,77.0,87.0,0,D,2,0,1,0,1.0,3.0,4.0,-2.0,-32.0,-10.0,-12.0,-4.0,-300.0,0.08333333333333333,0.041666666666666664,0.041666666666666664,0,0,0
Ligue 1,2022,871488,2022-08-14 13:00:00+00:00,Stade Auguste-Delaune II,J. Hamel,Reims,Clermont Foot,2,4,FT,6.0,5.0,9.0,10.0,41.0,59.0,3.0,3.0,1.0,0.0,315.0,448.0,77.0,85.0,-2,A,6,0,0,1,4.0,3.0,7.0,1.0,-18.0,-8.0,-1.0,1.0,-133.0,0.2222222222222222,0.4,-0.1777777777777778,0,0,0
Ligue 1,2022,871481,2022-08-14 13:00:00+00:00,Stade de l'Abbé Deschamps,R. Buquet,Auxerre,Angers,2,2,FT,4.0,2.0,11.0,11.0,40.0,60.0,5.0,3.0,1.0,0.0,330.0,497.0,78.0,84.0,0,D,4,0,1,0,6.0,3.0,9.0,3.0,-20.0,-6.0,0.0,2.0,-167.0,0.18181818181818182,0.18181818181818182,0.0,0,0,0
Ligue 1,2022,871490,2022-08-20 15:00:00+00:00,Stade Louis II,W. Delajod,Monaco,Lens,1,4,FT,5.0,6.0,12.0,14.0,46.0,54.0,4.0,0.0,1.0,0.0,416.0,507.0,85.0,86.0,-3,A,5,0,0,1,5.0,0.0,5.0,5.0,-8.0,-1.0,-2.0,-1.0,-91.0,0.08333333333333333,0.2857142857142857,-0.20238095238095238,0,0,0
Ligue 1,2022,871496,2022-08-20 19:00:00+00:00,Stade Orange Vélodrome,J. Pignard,Marseille,Nantes,2,1,FT,5.0,3.0,16.0,12.0,56.0,44.0,5.0,1.0,1.0,0.0,472.0,366.0,82.0,78.0,1,H,3,1,0,0,6.0,1.0,7.0,5.0,12.0,4.0,4.0,2.0,106.0,0.125,0.08333333333333333,0.04166666666666667,0,0,0
Ligue 1,2022,871491,2022-08-21 13:00:00+00:00,Stade Raymond-Kopa,J. Brisard,Angers,Stade Brestois 29,1,3,FT,5.0,7.0,7.0,11.0,51.0,49.0,2.0,0.0,1.0,0.0,506.0,488.0,86.0,86.0,-2,A,4,0,0,1,3.0,0.0,3.0,3.0,2.0,0.0,-4.0,-2.0,18.0,0.14285714285714285,0.2727272727272727,-0.12987012987012986,0,0,0
Ligue 1,2022,871492,2022-08-21 13:00:00+00:00,Stade Gabriel Montpied,T. Léonard,Clermont Foot,Nice,1,0,FT,2.0,4.0,7.0,13.0,48.0,52.0,1.0,2.0,0.0,2.0,512.0,553.0,89.0,90.0,1,H,1,1,0,0,1.0,4.0,5.0,-3.0,-4.0,-1.0,-6.0,-2.0,-41.0,0.14285714285714285,0.0,0.14285714285714285,0,0,0
Ligue 1,2022,871502,2022-08-28 13:00:00+00:00,Stade Yves Allainmat - Le Moustoir,W. Delajod,Lorient,Clermont Foot,2,1,FT,9.0,2.0,22.0,9.0,39.0,61.0,1.0,3.0,0.0,1.0,387.0,583.0,84.0,88.0,1,H,3,1,0,0,1.0,4.0,5.0,-3.0,-22.0,-4.0,13.0,7.0,-196.0,0.09090909090909091,0.1111111111111111,-0.020202020202020193,0,0,0
Ligue 1,2022,871509,2022-08-28 13:00:00+00:00,Stade de l'Aube,S. Frappart,Estac Troyes,Angers,3,1,FT,11.0,2.0,25.0,7.0,49.0,51.0,2.0,3.0,0.0,1.0,514.0,541.0,86.0,86.0,2,H,4,1,0,0,2.0,4.0,6.0,-2.0,-2.0,0.0,18.0,9.0,-27.0,0.12,0.14285714285714285,-0.022857142857142854,0,0,0
Ligue 1,2022,871508,2022-08-28 15:05:00+00:00,Stade Auguste-Delaune II,J. Stinat,Reims,Lyon,1,1,FT,5.0,5.0,8.0,18.0,26.0,74.0,1.0,1.0,1.0,0.0,244.0,675.0,65.0,87.0,0,D,2,0,1,0,2.0,1.0,3.0,1.0,-48.0,-22.0,-10.0,0.0,-431.0,0.125,0.05555555555555555,0.06944444444444445,0,0,0
Ligue 1,2022,871511,2022-08-31 17:00:00+00:00,Stade Raymond-Kopa,J. Pignard,Angers,Reims,2,4,FT,3.0,5.0,10.0,11.0,59.0,41.0,1.0,6.0,0.0,1.0,469.0,333.0,81.0,74.0,-2,A,6,0,0,1,1.0,7.0,8.0,-6.0,18.0,7.0,-1.0,-2.0,136.0,0.2,0.36363636363636365,-0.16363636363636364,0,0,0
Ligue 1,2022,871513,2022-08-31 17:00:00+00:00,Stade de la Mosson,B. Dechepy,Montpellier,Ajaccio,2,0,FT,4.0,0.0,9.0,15.0,38.0,62.0,2.0,4.0,1.0,1.0,309.0,481.0,71.0,84.0,2,H,2,1,0,0,3.0,5.0,8.0,-2.0,-24.0,-13.0,-6.0,4.0,-172.0,0.2222222222222222,0.0,0.2222222222222222,0,0,0
Ligue 1,2022,871510,2022-08-31 17:00:00+00:00,Stade Louis II,R. Buquet,Monaco,Estac Troyes,2,4,FT,6.0,11.0,8.0,19.0,52.0,48.0,3.0,1.0,1.0,0.0,486.0,448.0,82.0,85.0,-2,A,6,0,0,1,4.0,1.0,5.0,3.0,4.0,-3.0,-11.0,-5.0,38.0,0.25,0.21052631578947367,0.03947368421052633,0,0,0
Ligue 1,2022,871523,2022-09-03 19:00:00+00:00,Stade de la Beaujoire - Louis Fonteneau,P. Gaillouste,Nantes,Paris Saint Germain,0,3,FT,1.0,7.0,10.0,19.0,41.0,59.0,1.0,4.0,1.0,0.0,464.0,692.0,85.0,90.0,-3,A,3,0,0,1,2.0,4.0,6.0,-2.0,-18.0,-5.0,-9.0,-6.0,-228.0,0.0,0.15789473684210525,-0.15789473684210525,0,0,0
Ligue 1,2022,871524,2022-09-04 11:00:00+00:00,Stade de la Mosson,J. Brisard,Montpellier,Lille,1,3,FT,2.0,8.0,4.0,26.0,24.0,76.0,0.0,4.0,1.0,0.0,216.0,681.0,64.0,89.0,-2,A,4,0,0,1,1.0,4.0,5.0,-3.0,-52.0,-25.0,-22.0,-6.0,-465.0,0.25,0.11538461538461539,0.1346153846153846,0,1,0
Ligue 1,2022,871528,2022-09-04 13:00:00+00:00,Stade Auguste-Delaune II,E. Wattellier,Reims,Lens,1,1,FT,4.0,4.0,17.0,20.0,36.0,64.0,2.0,2.0,0.0,1.0,317.0,586.0,82.0,89.0,0,D,2,0,1,0,2.0,3.0,5.0,-1.0,-28.0,-7.0,-3.0,0.0,-269.0,0.058823529411764705,0.05,0.008823529411764702,0,0,0
Ligue 1,2022,871527,2022-09-04 13:00:00+00:00,Stade Francis-Le Blé,B. Dechepy,Stade Brestois 29,Strasbourg,1,1,FT,2.0,3.0,11.0,10.0,59.0,41.0,3.0,1.0,0.0,1.0,485.0,340.0,82.0,73.0,0,D,2,0,1,0,3.0,2.0,5.0,1.0,18.0,9.0,1.0,-1.0,145.0,0.09090909090909091,0.1,-0.009090909090909094,0,0,0
Ligue 1,2022,871529,2022-09-04 15:05:00+00:00,Stade de l'Aube,M. Vernice,Estac Troyes,Rennes,1,1,FT,1.0,6.0,9.0,19.0,29.0,71.0,2.0,2.0,1.0,0.0,255.0,620.0,71.0,90.0,0,D,2,0,1,0,3.0,2.0,5.0,1.0,-42.0,-19.0,-10.0,-5.0,-365.0,0.1111111111111111,0.05263157894736842,0.05847953216374269,0,0,0
Ligue 1,2022,871537,2022-09-11 11:00:00+00:00,Stade de la Meinau,M. Bollengier,Strasbourg,Clermont Foot,0,0,FT,4.0,4.0,12.0,10.0,43.0,57.0,4.0,2.0,1.0,0.0,357.0,475.0,72.0,80.0,0,D,0,0,1,0,5.0,2.0,7.0,3.0,-14.0,-8.0,2.0,0.0,-118.0,0.0,0.0,0.0,0,0,0
Ligue 1,2022,871539,2022-09-11 13:00:00+00:00,Stadium de Toulouse,S. Frappart,Toulouse,Reims,1,0,FT,3.0,1.0,14.0,11.0,47.0,53.0,1.0,2.0,0.0,1.0,393.0,438.0,76.0,76.0,1,H,1,1,0,0,1.0,3.0,4.0,-2.0,-6.0,0.0,3.0,2.0,-45.0,0.07142857142857142,0.0,0.07142857142857142,0,0,0
Ligue 1,2022,871545,2022-09-18 13:00:00+00:00,Allianz Riviera,B. Dechepy,Nice,Angers,0,1,FT,5.0,3.0,18.0,16.0,50.0,50.0,0.0,3.0,1.0,0.0,420.0,417.0,84.0,86.0,-1,A,1,0,0,1,1.0,3.0,4.0,-2.0,0.0,-2.0,2.0,2.0,3.0,0.0,0.0625,-0.0625,0,0,0
Ligue 1,2022,871558,2022-10-02 13:00:00+00:00,Stadium de Toulouse,J. Pignard,Toulouse,Montpellier,4,2,FT,6.0,6.0,12.0,23.0,43.0,57.0,5.0,4.0,1.0,0.0,342.0,432.0,78.0,83.0,2,H,6,1,0,0,6.0,4.0,10.0,2.0,-14.0,-5.0,-11.0,0.0,-90.0,0.3333333333333333,0.08695652173913043,0.24637681159420288,0,0,0
Ligue 1,2022,871551,2022-10-02 13:00:00+00:00,Stade de l'Abbé Deschamps,F. Batta,Auxerre,Stade Brestois 29,1,1,FT,3.0,2.0,11.0,9.0,49.0,51.0,3.0,4.0,1.0,0.0,438.0,453.0,86.0,85.0,0,D,2,0,1,0,4.0,4.0,8.0,0.0,-2.0,1.0,2.0,1.0,-15.0,0.09090909090909091,0.1111111111111111,-0.020202020202020193,0,0,0
Ligue 1,2022,871559,2022-10-02 13:00:00+00:00,Stade de l'Aube,B. Millot,Estac Troyes,Reims,2,2,FT,6.0,2.0,19.0,5.0,67.0,33.0,4.0,2.0,0.0,1.0,556.0,276.0,89.0,72.0,0,D,4,0,1,0,4.0,3.0,7.0,1.0,34.0,17.0,14.0,4.0,280.0,0.10526315789473684,0.4,-0.2947368421052632,0,0,0
Ligue 1,2022,871569,2022-10-08 19:00:00+00:00,Stade Auguste-Delaune II,P. Gaillouste,Reims,Paris Saint Germain,0,0,FT,4.0,3.0,24.0,11.0,37.0,63.0,3.0,5.0,0.0,1.0,339.0,613.0,84.0,88.0,0,D,0,0,1,0,3.0,6.0,9.0,-3.0,-26.0,-4.0,13.0,1.0,-274.0,0.0,0.0,0.0,0,0,0
Ligue 1,2022,871568,2022-10-09 15:05:00+00:00,Roazhon Park,F. Batta,Rennes,Nantes,3,0,FT,4.0,3.0,14.0,8.0,58.0,42.0,1.0,0.0,1.0,0.0,474.0,338.0,79.0,71.0,3,H,3,1,0,0,2.0,0.0,2.0,2.0,16.0,8.0,6.0,1.0,136.0,0.21428571428571427,0.0,0.21428571428571427,0,0,0
