league,season,fixture_id,date,venue,referee,home_team,away_team,home_goals,away_goals,status,home_shots_on_target,away_shots_on_target,home_shots_total,away_shots_total,home_possession,away_possession,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_passes,away_passes,home_pass_accuracy,away_pass_accuracy,goal_diff,result,total_goals,home_win,draw,away_win,home_total_cards,away_total_cards,total_cards,card_diff,possession_diff,pass_accuracy_diff,shot_diff,shots_on_target_diff,passes_diff,home_shot_efficiency,away_shot_efficiency,shot_efficiency_diff,big_team_home,big_team_away,big_team_match
Premier League,2019,157068,2019-09-22 13:00:00+00:00,Selhurst Park,"Stuart Attwell, England",Crystal Palace,Wolves,1,1,FT,4.0,4.0,13.0,13.0,49.0,51.0,2.0,3.0,0.0,1.0,456.0,442.0,79.0,78.0,0,D,2,0,1,0,2.0,4.0,6.0,-2.0,-2.0,1.0,0.0,0.0,14.0,0.07692307692307693,0.07692307692307693,0.0,0,0,0
Premier League,2019,157065,2019-09-22 15:30:00+00:00,Emirates Stadium,"Jonathan Moss, England",Arsenal,Aston Villa,3,2,FT,6.0,9.0,21.0,14.0,58.0,42.0,7.0,1.0,1.0,0.0,465.0,326.0,85.0,81.0,1,H,5,1,0,0,8.0,1.0,9.0,7.0,16.0,4.0,7.0,-3.0,139.0,0.14285714285714285,0.14285714285714285,0.0,1,0,0
Premier League,2019,157083,2019-09-28 14:00:00+00:00,Tottenham Hotspur Stadium,"Graham Scott, England",Tottenham,Southampton,2,1,FT,4.0,6.0,9.0,14.0,41.0,59.0,2.0,2.0,1.0,0.0,369.0,518.0,79.0,86.0,1,H,3,1,0,0,3.0,2.0,5.0,1.0,-18.0,-7.0,-5.0,-2.0,-149.0,0.2222222222222222,0.07142857142857142,0.15079365079365079,1,0,0
Premier League,2019,157080,2019-09-29 15:30:00+00:00,King Power Stadium,"Craig Pawson, England",Leicester,Newcastle,5,0,FT,5.0,0.0,13.0,3.0,68.0,32.0,1.0,1.0,0.0,1.0,724.0,328.0,89.0,77.0,5,H,5,1,0,0,1.0,2.0,3.0,-1.0,36.0,12.0,10.0,5.0,396.0,0.38461538461538464,0.0,0.38461538461538464,0,0,0
Premier League,2019,157087,2019-10-05 14:00:00+00:00,Turf Moor,"Graham Scott, England",Burnley,Everton,1,0,FT,3.0,2.0,9.0,11.0,40.0,60.0,2.0,3.0,0.0,1.0,327.0,471.0,66.0,77.0,1,H,1,1,0,0,2.0,4.0,6.0,-2.0,-20.0,-11.0,-2.0,1.0,-144.0,0.1111111111111111,0.0,0.1111111111111111,0,0,0
Premier League,2019,157096,2019-10-19 14:00:00+00:00,Villa Park,"David Coote, England",Aston Villa,Brighton,2,1,FT,8.0,5.0,24.0,20.0,48.0,52.0,1.0,4.0,0.0,1.0,441.0,475.0,84.0,84.0,1,H,3,1,0,0,1.0,5.0,6.0,-4.0,-4.0,0.0,4.0,3.0,-34.0,0.08333333333333333,0.05,0.033333333333333326,0,0,0
Premier League,2019,157109,2019-10-26 11:30:00+00:00,Etihad Stadium,"Graham Scott, England",Manchester City,Aston Villa,3,0,FT,10.0,5.0,26.0,11.0,63.0,37.0,3.0,1.0,1.0,0.0,597.0,341.0,88.0,80.0,3,H,3,1,0,0,4.0,1.0,5.0,3.0,26.0,8.0,15.0,5.0,256.0,0.11538461538461539,0.0,0.11538461538461539,1,0,0
Premier League,2019,157110,2019-10-27 13:00:00+00:00,St. James' Park,"Kevin Friend, England",Newcastle,Wolves,1,1,FT,2.0,5.0,13.0,13.0,43.0,57.0,2.0,2.0,1.0,0.0,405.0,533.0,78.0,85.0,0,D,2,0,1,0,3.0,2.0,5.0,1.0,-14.0,-7.0,0.0,-3.0,-128.0,0.07692307692307693,0.07692307692307693,0.0,0,0,0
Premier League,2019,157131,2019-11-08 20:00:00+00:00,Carrow Road,"Andre Marriner, England",Norwich,Watford,0,2,FT,5.0,2.0,17.0,12.0,65.0,35.0,1.0,4.0,0.0,1.0,597.0,315.0,88.0,74.0,-2,A,2,0,0,1,1.0,5.0,6.0,-4.0,30.0,14.0,5.0,3.0,282.0,0.0,0.16666666666666666,-0.16666666666666666,0,0,0
Premier League,2019,157135,2019-11-23 15:00:00+00:00,Vitality Stadium,"Simon Hooper, England",Bournemouth,Wolves,1,2,FT,2.0,8.0,9.0,18.0,46.0,54.0,4.0,1.0,1.0,0.0,443.0,509.0,80.0,87.0,-1,A,3,0,0,1,5.0,1.0,6.0,4.0,-8.0,-7.0,-9.0,-6.0,-66.0,0.1111111111111111,0.1111111111111111,0.0,0,0,0
Premier League,2019,157163,2019-12-03 19:30:00+00:00,Selhurst Park,"Anthony Taylor, England",Crystal Palace,Bournemouth,1,0,FT,2.0,3.0,7.0,6.0,30.0,70.0,3.0,3.0,1.0,0.0,258.0,575.0,74.0,87.0,1,H,1,1,0,0,4.0,3.0,7.0,1.0,-40.0,-13.0,1.0,-1.0,-317.0,0.14285714285714285,0.0,0.14285714285714285,0,0,0
Premier League,2019,157192,2019-12-22 16:30:00+00:00,Tottenham Hotspur Stadium,"Anthony Taylor, England",Tottenham,Chelsea,0,2,FT,1.0,3.0,5.0,13.0,44.0,56.0,4.0,3.0,1.0,0.0,455.0,571.0,78.0,82.0,-2,A,2,0,0,1,5.0,3.0,8.0,2.0,-12.0,-4.0,-8.0,-2.0,-116.0,0.0,0.15384615384615385,-0.15384615384615385,1,1,1
Premier League,2019,157204,2019-12-27 19:45:00+00:00,Molineux Stadium,"Martin Atkinson, England",Wolves,Manchester City,3,2,FT,8.0,3.0,21.0,7.0,61.0,39.0,0.0,1.0,0.0,1.0,564.0,358.0,89.0,79.0,1,H,5,1,0,0,0.0,2.0,2.0,-2.0,22.0,10.0,14.0,5.0,206.0,0.14285714285714285,0.2857142857142857,-0.14285714285714285,0,1,0
Premier League,2019,157213,2019-12-28 15:00:00+00:00,Vicarage Road,"Simon Hooper, England",Watford,Aston Villa,3,0,FT,6.0,2.0,20.0,11.0,48.0,52.0,5.0,1.0,1.0,0.0,417.0,433.0,79.0,81.0,3,H,3,1,0,0,6.0,1.0,7.0,5.0,-4.0,-2.0,9.0,4.0,-16.0,0.15,0.0,0.15,0,0,0
Premier League,2019,157223,2020-01-01 15:00:00+00:00,Vicarage Road,"Andy Madley, England",Watford,Wolves,2,1,FT,3.0,4.0,9.0,16.0,36.0,64.0,3.0,1.0,1.0,0.0,343.0,578.0,73.0,85.0,1,H,3,1,0,0,4.0,1.0,5.0,3.0,-28.0,-12.0,-7.0,-1.0,-235.0,0.2222222222222222,0.0625,0.1597222222222222,0,0,0
Premier League,2019,157228,2020-01-11 12:30:00+00:00,Selhurst Park,"Paul Tierney, England",Crystal Palace,Arsenal,1,1,FT,3.0,4.0,6.0,7.0,42.0,58.0,2.0,3.0,0.0,1.0,362.0,487.0,71.0,78.0,0,D,2,0,1,0,2.0,4.0,6.0,-2.0,-16.0,-7.0,-1.0,-1.0,-125.0,0.16666666666666666,0.14285714285714285,0.023809523809523808,0,1,0
Premier League,2019,157241,2020-01-18 15:00:00+00:00,Carrow Road,"Paul Tierney, England",Norwich,Bournemouth,1,0,FT,5.0,3.0,16.0,6.0,66.0,34.0,2.0,2.0,1.0,1.0,635.0,316.0,84.0,68.0,1,H,1,1,0,0,3.0,3.0,6.0,0.0,32.0,16.0,10.0,2.0,319.0,0.0625,0.0,0.0625,0,0,0
Premier League,2019,157252,2020-01-21 20:15:00+00:00,Stamford Bridge,"Stuart Attwell, England",Chelsea,Arsenal,2,2,FT,8.0,2.0,19.0,2.0,58.0,42.0,2.0,1.0,0.0,1.0,546.0,385.0,88.0,78.0,0,D,4,0,1,0,2.0,2.0,4.0,0.0,16.0,10.0,17.0,6.0,161.0,0.10526315789473684,1.0,-0.8947368421052632,1,1,1
Premier League,2019,157255,2020-02-01 15:00:00+00:00,Vitality Stadium,"Anthony Taylor, England",Bournemouth,Aston Villa,2,1,FT,6.0,5.0,16.0,18.0,39.0,61.0,3.0,3.0,1.0,0.0,303.0,456.0,62.0,76.0,1,H,3,1,0,0,4.0,3.0,7.0,1.0,-22.0,-14.0,-2.0,1.0,-153.0,0.125,0.05555555555555555,0.06944444444444445,0,0,0
Premier League,2019,157263,2020-02-01 15:00:00+00:00,Vicarage Road,"Craig Pawson, England",Watford,Everton,2,3,FT,2.0,5.0,11.0,12.0,44.0,56.0,2.0,4.0,0.0,1.0,364.0,441.0,69.0,74.0,-1,A,5,0,0,1,2.0,5.0,7.0,-3.0,-12.0,-5.0,-1.0,-3.0,-77.0,0.18181818181818182,0.25,-0.06818181818181818,0,0,0
Premier League,2019,157262,2020-02-02 16:30:00+00:00,Tottenham Hotspur Stadium,"Mike Dean, England",Tottenham,Manchester City,2,0,FT,3.0,6.0,3.0,19.0,33.0,67.0,2.0,5.0,0.0,1.0,347.0,692.0,75.0,88.0,2,H,2,1,0,0,2.0,6.0,8.0,-4.0,-34.0,-13.0,-16.0,-3.0,-345.0,0.6666666666666666,0.0,0.6666666666666666,1,1,1
Premier League,2019,157274,2020-02-14 20:00:00+00:00,Molineux Stadium,"Mike Dean, England",Wolves,Leicester,0,0,FT,3.0,3.0,15.0,9.0,40.0,60.0,2.0,4.0,0.0,1.0,328.0,493.0,74.0,84.0,0,D,0,0,1,0,2.0,5.0,7.0,-3.0,-20.0,-10.0,6.0,0.0,-165.0,0.0,0.0,0.0,0,0,0
Premier League,2019,157278,2020-02-22 15:00:00+00:00,Selhurst Park,"Peter Bankes, England",Crystal Palace,Newcastle,1,0,FT,9.0,2.0,18.0,8.0,44.0,56.0,2.0,6.0,0.0,1.0,356.0,447.0,74.0,77.0,1,H,1,1,0,0,2.0,7.0,9.0,-5.0,-12.0,-3.0,10.0,7.0,-91.0,0.05555555555555555,0.0,0.05555555555555555,0,0,0
Premier League,2019,157303,2020-03-07 15:00:00+00:00,St. Mary's Stadium,"Graham Scott, England",Southampton,Newcastle,0,1,FT,3.0,7.0,6.0,14.0,38.0,62.0,0.0,3.0,1.0,0.0,298.0,500.0,69.0,81.0,-1,A,1,0,0,1,1.0,3.0,4.0,-2.0,-24.0,-12.0,-8.0,-4.0,-202.0,0.0,0.07142857142857142,-0.07142857142857142,0,0,0
Premier League,2019,157289,2020-06-17 19:15:00+00:00,Etihad Stadium,"Anthony Taylor, England",Manchester City,Arsenal,3,0,FT,12.0,0.0,20.0,3.0,67.0,33.0,1.0,1.0,0.0,1.0,692.0,333.0,92.0,84.0,3,H,3,1,0,0,1.0,2.0,3.0,-1.0,34.0,8.0,17.0,12.0,359.0,0.15,0.0,0.15,1,1,1
Premier League,2019,157310,2020-06-21 13:00:00+00:00,St. James' Park,"David Coote, England",Newcastle,Sheffield Utd,3,0,FT,8.0,1.0,12.0,7.0,46.0,54.0,2.0,2.0,0.0,1.0,442.0,509.0,82.0,83.0,3,H,3,1,0,0,2.0,3.0,5.0,-1.0,-8.0,-1.0,5.0,7.0,-67.0,0.25,0.0,0.25,0,0,0
Premier League,2019,157322,2020-06-25 17:00:00+00:00,St. Mary's Stadium,"Graham Scott, England",Southampton,Arsenal,0,2,FT,3.0,5.0,12.0,10.0,52.0,48.0,0.0,2.0,1.0,0.0,435.0,398.0,79.0,76.0,-2,A,2,0,0,1,1.0,2.0,3.0,-1.0,4.0,3.0,2.0,-2.0,37.0,0.0,0.2,-0.2,0,1,0
Premier League,2019,157316,2020-06-25 19:15:00+00:00,Stamford Bridge,"Stuart Attwell, England",Chelsea,Manchester City,2,1,FT,10.0,2.0,15.0,11.0,35.0,65.0,1.0,1.0,0.0,1.0,382.0,713.0,83.0,91.0,1,H,3,1,0,0,1.0,2.0,3.0,-1.0,-30.0,-8.0,4.0,8.0,-331.0,0.13333333333333333,0.09090909090909091,0.04242424242424242,1,1,1
Serie A,2019,232569,2019-09-25 19:00:00+00:00,Stadio San Paolo,M. Di Bello,Napoli,Cagliari,0,1,FT,5.0,1.0,30.0,5.0,67.0,33.0,1.0,1.0,1.0,0.0,614.0,307.0,87.0,74.0,-1,A,1,0,0,1,2.0,1.0,3.0,1.0,34.0,13.0,25.0,4.0,307.0,0.0,0.2,-0.2,1,0,0
Serie A,2019,232578,2019-09-29 18:45:00+00:00,Stadio Giuseppe Meazza,P. Giacomelli,AC Milan,Fiorentina,1,3,FT,3.0,7.0,11.0,16.0,55.0,45.0,2.0,4.0,1.0,0.0,581.0,482.0,87.0,86.0,-2,A,4,0,0,1,3.0,4.0,7.0,-1.0,10.0,1.0,-5.0,-4.0,99.0,0.09090909090909091,0.1875,-0.09659090909090909,1,0,0
Serie A,2019,232616,2019-10-30 20:00:00+00:00,Allianz Stadium,A. Giua,Juventus,Genoa,2,1,FT,11.0,3.0,27.0,8.0,53.0,47.0,5.0,3.0,1.0,2.0,538.0,474.0,90.0,86.0,1,H,3,1,0,0,6.0,5.0,11.0,1.0,6.0,4.0,19.0,8.0,64.0,0.07407407407407407,0.125,-0.05092592592592593,1,0,0
Serie A,2019,232631,2019-11-02 14:00:00+00:00,Stadio Olimpico,G. Rocchi,AS Roma,Napoli,2,1,FT,6.0,4.0,17.0,16.0,43.0,57.0,5.0,3.0,1.0,0.0,375.0,501.0,78.0,83.0,1,H,3,1,0,0,6.0,3.0,9.0,3.0,-14.0,-5.0,1.0,2.0,-126.0,0.11764705882352941,0.0625,0.05514705882352941,0,1,0
Serie A,2019,232628,2019-11-03 14:00:00+00:00,Stadio Marc'Antonio Bentegodi,M. Mariani,Verona,Brescia,2,1,FT,3.0,5.0,11.0,16.0,52.0,48.0,1.0,4.0,0.0,1.0,414.0,362.0,79.0,76.0,1,H,3,1,0,0,1.0,5.0,6.0,-4.0,4.0,3.0,-5.0,-2.0,52.0,0.18181818181818182,0.0625,0.11931818181818182,0,0,0
Serie A,2019,232634,2019-11-09 14:00:00+00:00,Stadio Mario Rigamonti,M. Guida,Brescia,Torino,0,4,FT,3.0,7.0,9.0,21.0,43.0,57.0,5.0,3.0,1.0,0.0,335.0,448.0,76.0,86.0,-4,A,4,0,0,1,6.0,3.0,9.0,3.0,-14.0,-10.0,-12.0,-4.0,-113.0,0.0,0.19047619047619047,-0.19047619047619047,0,0,0
Serie A,2019,232641,2019-11-10 14:00:00+00:00,Stadio Comunale Luigi Ferraris,M. Irrati,Sampdoria,Atalanta,0,0,FT,2.0,3.0,10.0,9.0,35.0,65.0,2.0,4.0,0.0,1.0,333.0,625.0,68.0,83.0,0,D,0,0,1,0,2.0,5.0,7.0,-3.0,-30.0,-15.0,1.0,-1.0,-292.0,0.0,0.0,0.0,0,0,0
Serie A,2019,232647,2019-11-25 14:00:00+00:00,Stadio Comunale Via del Mare,M. Mariani,Lecce,Cagliari,2,2,FT,8.0,2.0,28.0,7.0,57.0,43.0,2.0,2.0,1.0,2.0,488.0,376.0,86.0,77.0,0,D,4,0,1,0,3.0,4.0,7.0,-1.0,14.0,9.0,21.0,6.0,112.0,0.07142857142857142,0.2857142857142857,-0.21428571428571427,0,0,0
Serie A,2019,232657,2019-11-30 17:00:00+00:00,Stadio Comunale Luigi Ferraris,D. Massa,Genoa,Torino,0,1,FT,1.0,3.0,13.0,12.0,62.0,38.0,2.0,3.0,0.0,1.0,544.0,320.0,81.0,73.0,-1,A,1,0,0,1,2.0,4.0,6.0,-2.0,24.0,8.0,1.0,-2.0,224.0,0.0,0.08333333333333333,-0.08333333333333333,0,0,0
Serie A,2019,232664,2019-12-07 14:00:00+00:00,Gewiss Stadium,P. Valeri,Atalanta,Verona,3,2,FT,10.0,2.0,21.0,7.0,58.0,42.0,1.0,5.0,0.0,1.0,496.0,372.0,77.0,67.0,1,H,5,1,0,0,1.0,6.0,7.0,-5.0,16.0,10.0,14.0,8.0,124.0,0.14285714285714285,0.2857142857142857,-0.14285714285714285,0,0,0
Serie A,2019,232673,2019-12-07 17:00:00+00:00,Dacia Arena,M. Mariani,Udinese,Napoli,1,1,FT,1.0,3.0,5.0,18.0,30.0,70.0,3.0,4.0,0.0,1.0,287.0,632.0,75.0,90.0,0,D,2,0,1,0,3.0,5.0,8.0,-2.0,-40.0,-15.0,-13.0,-2.0,-345.0,0.2,0.05555555555555555,0.14444444444444446,0,1,0
Serie A,2019,232668,2019-12-08 11:30:00+00:00,Stadio Comunale Via del Mare,G. Rocchi,Lecce,Genoa,2,2,FT,5.0,4.0,22.0,14.0,52.0,48.0,5.0,6.0,0.0,2.0,424.0,390.0,84.0,79.0,0,D,4,0,1,0,5.0,8.0,13.0,-3.0,4.0,5.0,8.0,1.0,34.0,0.09090909090909091,0.14285714285714285,-0.05194805194805194,0,0,0
Serie A,2019,232674,2019-12-15 14:00:00+00:00,Stadio Renato Dall'Ara,D. Massa,Bologna,Atalanta,2,1,FT,4.0,5.0,14.0,19.0,40.0,60.0,5.0,1.0,1.0,0.0,322.0,485.0,69.0,81.0,1,H,3,1,0,0,6.0,1.0,7.0,5.0,-20.0,-12.0,-5.0,-1.0,-163.0,0.14285714285714285,0.05263157894736842,0.09022556390977443,0,0,0
Serie A,2019,232690,2019-12-18 17:55:00+00:00,Stadio Comunale Luigi Ferraris,G. Rocchi,Sampdoria,Juventus,1,2,FT,3.0,4.0,14.0,11.0,29.0,71.0,5.0,2.0,1.0,0.0,294.0,735.0,70.0,88.0,-1,A,3,0,0,1,6.0,2.0,8.0,4.0,-42.0,-18.0,3.0,-1.0,-441.0,0.07142857142857142,0.18181818181818182,-0.1103896103896104,0,1,0
Serie A,2019,232693,2019-12-21 14:00:00+00:00,Dacia Arena,M. Piccinini,Udinese,Cagliari,2,1,FT,2.0,1.0,14.0,14.0,40.0,60.0,3.0,4.0,0.0,1.0,397.0,586.0,79.0,87.0,1,H,3,1,0,0,3.0,5.0,8.0,-2.0,-20.0,-8.0,0.0,1.0,-189.0,0.14285714285714285,0.07142857142857142,0.07142857142857142,0,0,0
Serie A,2019,232692,2019-12-21 19:45:00+00:00,Stadio Olimpico Grande Torino,M. Fabbri,Torino,Spal,1,2,FT,6.0,4.0,14.0,12.0,48.0,52.0,4.0,4.0,1.0,0.0,345.0,381.0,74.0,76.0,-1,A,3,0,0,1,5.0,4.0,9.0,1.0,-4.0,-2.0,2.0,2.0,-36.0,0.07142857142857142,0.16666666666666666,-0.09523809523809523,0,0,0
Serie A,2019,232696,2020-01-05 11:30:00+00:00,Stadio Mario Rigamonti,G. Manganiello,Brescia,Lazio,1,2,FT,3.0,6.0,6.0,19.0,36.0,64.0,5.0,4.0,1.0,0.0,326.0,552.0,76.0,88.0,-1,A,3,0,0,1,6.0,4.0,10.0,2.0,-28.0,-12.0,-13.0,-3.0,-226.0,0.16666666666666666,0.10526315789473684,0.06140350877192982,0,1,0
Serie A,2019,232697,2020-01-05 17:00:00+00:00,Stadio Comunale Luigi Ferraris,M. Irrati,Genoa,Sassuolo,2,1,FT,6.0,3.0,15.0,11.0,36.0,64.0,4.0,5.0,0.0,1.0,325.0,560.0,74.0,86.0,1,H,3,1,0,0,4.0,6.0,10.0,-2.0,-28.0,-12.0,4.0,3.0,-235.0,0.13333333333333333,0.09090909090909091,0.04242424242424242,0,0,0
Serie A,2019,232720,2020-01-18 14:00:00+00:00,Stadio Olimpico,D. Chiffi,Lazio,Sampdoria,5,1,FT,8.0,4.0,16.0,9.0,61.0,39.0,1.0,2.0,0.0,1.0,585.0,360.0,88.0,83.0,4,H,6,1,0,0,1.0,3.0,4.0,-2.0,22.0,5.0,7.0,4.0,225.0,0.3125,0.1111111111111111,0.2013888888888889,1,0,0
Serie A,2019,232716,2020-01-19 14:00:00+00:00,Stadio Renato Dall'Ara,G. Ayroldi,Bologna,Verona,1,1,FT,2.0,7.0,7.0,19.0,42.0,58.0,6.0,2.0,1.0,0.0,326.0,428.0,69.0,77.0,0,D,2,0,1,0,7.0,2.0,9.0,5.0,-16.0,-8.0,-12.0,-5.0,-102.0,0.14285714285714285,0.05263157894736842,0.09022556390977443,0,0,0
Serie A,2019,232714,2020-01-19 14:00:00+00:00,Stadio Mario Rigamonti,A. Giua,Brescia,Cagliari,2,2,FT,5.0,9.0,11.0,27.0,44.0,56.0,4.0,4.0,1.0,0.0,375.0,465.0,78.0,84.0,0,D,4,0,1,0,5.0,4.0,9.0,1.0,-12.0,-6.0,-16.0,-4.0,-90.0,0.18181818181818182,0.07407407407407407,0.10774410774410775,0,0,0
Serie A,2019,232724,2020-01-25 19:45:00+00:00,Stadio Olimpico Grande Torino,M. Guida,Torino,Atalanta,0,7,FT,4.0,14.0,11.0,26.0,43.0,57.0,3.0,2.0,2.0,0.0,341.0,444.0,76.0,80.0,-7,A,7,0,0,1,5.0,2.0,7.0,3.0,-14.0,-4.0,-15.0,-10.0,-103.0,0.0,0.2692307692307692,-0.2692307692307692,0,0,0
Serie A,2019,232726,2020-01-26 11:30:00+00:00,Stadio Giuseppe Meazza,G. Manganiello,Inter,Cagliari,1,1,FT,5.0,2.0,18.0,13.0,40.0,60.0,4.0,0.0,2.0,0.0,383.0,565.0,84.0,84.0,0,D,2,0,1,0,6.0,0.0,6.0,6.0,-20.0,0.0,5.0,3.0,-182.0,0.05555555555555555,0.07692307692307693,-0.021367521367521375,0,0,0
Serie A,2019,232730,2020-01-26 14:00:00+00:00,Stadio Marc'Antonio Bentegodi,R. Abisso,Verona,Lecce,3,0,FT,5.0,0.0,12.0,4.0,61.0,39.0,2.0,3.0,0.0,1.0,576.0,362.0,86.0,74.0,3,H,3,1,0,0,2.0,4.0,6.0,-2.0,22.0,12.0,8.0,5.0,214.0,0.25,0.0,0.25,0,0,0
Serie A,2019,232741,2020-02-01 19:45:00+00:00,MAPEI Stadium - Città del Tricolore,L. Pairetto,Sassuolo,AS Roma,4,2,FT,10.0,9.0,18.0,18.0,41.0,59.0,1.0,7.0,0.0,1.0,343.0,480.0,81.0,89.0,2,H,6,1,0,0,1.0,8.0,9.0,-7.0,-18.0,-8.0,0.0,1.0,-137.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0,0,0
Serie A,2019,232745,2020-02-07 19:45:00+00:00,Stadio Olimpico,M. Guida,AS Roma,Bologna,2,3,FT,8.0,4.0,20.0,12.0,58.0,42.0,2.0,4.0,1.0,0.0,520.0,367.0,82.0,75.0,-1,A,5,0,0,1,3.0,4.0,7.0,-1.0,16.0,7.0,8.0,4.0,153.0,0.1,0.25,-0.15,0,0,0
Serie A,2019,232751,2020-02-08 17:00:00+00:00,Stadio Olimpico Grande Torino,P. Valeri,Torino,Sampdoria,1,3,FT,2.0,5.0,6.0,15.0,55.0,45.0,3.0,5.0,1.0,0.0,501.0,394.0,84.0,76.0,-2,A,4,0,0,1,4.0,5.0,9.0,-1.0,10.0,8.0,-9.0,-3.0,107.0,0.16666666666666666,0.2,-0.033333333333333354,0,0,0
Serie A,2019,232756,2020-02-15 17:00:00+00:00,Stadio Renato Dall'Ara,D. Massa,Bologna,Genoa,0,3,FT,4.0,5.0,16.0,7.0,56.0,44.0,3.0,5.0,2.0,0.0,471.0,359.0,84.0,75.0,-3,A,3,0,0,1,5.0,5.0,10.0,0.0,12.0,9.0,9.0,-1.0,112.0,0.0,0.42857142857142855,-0.42857142857142855,0,0,0
Serie A,2019,232754,2020-02-16 14:00:00+00:00,Allianz Stadium,D. Chiffi,Juventus,Brescia,2,0,FT,9.0,2.0,27.0,5.0,68.0,32.0,3.0,2.0,0.0,1.0,743.0,346.0,90.0,70.0,2,H,2,1,0,0,3.0,3.0,6.0,0.0,36.0,20.0,22.0,7.0,397.0,0.07407407407407407,0.0,0.07407407407407407,1,0,0
Serie A,2019,232755,2020-02-16 14:00:00+00:00,Stadio Comunale Luigi Ferraris,M. Irrati,Sampdoria,Fiorentina,1,5,FT,5.0,6.0,18.0,12.0,45.0,55.0,5.0,4.0,1.0,1.0,354.0,437.0,80.0,81.0,-4,A,6,0,0,1,6.0,5.0,11.0,1.0,-10.0,-1.0,6.0,-1.0,-83.0,0.05555555555555555,0.4166666666666667,-0.36111111111111116,0,0,0
Serie A,2019,232768,2020-02-22 19:45:00+00:00,Stadio Artemio Franchi,G. Calvarese,Fiorentina,AC Milan,1,1,FT,6.0,3.0,17.0,9.0,40.0,60.0,1.0,3.0,1.0,0.0,338.0,506.0,78.0,83.0,0,D,2,0,1,0,2.0,3.0,5.0,-1.0,-20.0,-5.0,8.0,3.0,-168.0,0.058823529411764705,0.1111111111111111,-0.0522875816993464,0,1,0
Serie A,2019,232764,2020-06-20 19:45:00+00:00,Stadio Marc'Antonio Bentegodi,G. Manganiello,Verona,Cagliari,2,1,FT,4.0,3.0,9.0,15.0,47.0,53.0,1.0,6.0,1.0,1.0,421.0,438.0,82.0,84.0,1,H,3,1,0,0,2.0,7.0,9.0,-5.0,-6.0,-2.0,-6.0,1.0,-17.0,0.2222222222222222,0.06666666666666667,0.15555555555555556,0,0,0
Serie A,2019,232784,2020-06-22 17:30:00+00:00,Stadio Artemio Franchi,F. La Penna,Fiorentina,Brescia,1,1,FT,5.0,3.0,21.0,6.0,58.0,42.0,5.0,4.0,1.0,0.0,401.0,290.0,85.0,75.0,0,D,2,0,1,0,6.0,4.0,10.0,2.0,16.0,10.0,15.0,2.0,111.0,0.047619047619047616,0.16666666666666666,-0.11904761904761904,0,0,0
Serie A,2019,232786,2020-06-22 19:45:00+00:00,Stadio Renato Dall'Ara,G. Rocchi,Bologna,Juventus,0,2,FT,1.0,3.0,20.0,14.0,46.0,54.0,1.0,4.0,0.0,1.0,392.0,462.0,82.0,83.0,-2,A,2,0,0,1,1.0,5.0,6.0,-4.0,-8.0,-1.0,6.0,-2.0,-70.0,0.0,0.14285714285714285,-0.14285714285714285,0,1,0
Serie A,2019,232800,2020-06-26 19:45:00+00:00,Allianz Stadium,M. Piccinini,Juventus,Lecce,4,0,FT,12.0,3.0,27.0,9.0,64.0,36.0,1.0,0.0,0.0,1.0,611.0,348.0,91.0,79.0,4,H,4,1,0,0,1.0,1.0,2.0,0.0,28.0,12.0,18.0,9.0,263.0,0.14814814814814814,0.0,0.14814814814814814,1,0,0
Serie A,2019,232796,2020-06-27 19:45:00+00:00,Stadio Olimpico,M. Fabbri,Lazio,Fiorentina,2,1,FT,4.0,4.0,12.0,10.0,55.0,45.0,5.0,2.0,0.0,1.0,462.0,396.0,84.0,81.0,1,H,3,1,0,0,5.0,3.0,8.0,2.0,10.0,3.0,2.0,0.0,66.0,0.16666666666666666,0.1,0.06666666666666665,1,0,0
Serie A,2019,232799,2020-06-28 19:45:00+00:00,Stadio Ennio Tardini,F. Maresca,Parma,Inter,1,2,FT,2.0,7.0,10.0,24.0,34.0,66.0,3.0,4.0,1.0,1.0,281.0,525.0,77.0,88.0,-1,A,3,0,0,1,4.0,5.0,9.0,-1.0,-32.0,-11.0,-14.0,-5.0,-244.0,0.1,0.08333333333333333,0.016666666666666677,0,0,0
Serie A,2019,232808,2020-07-01 19:45:00+00:00,Stadio Paolo Mazza,M. Mariani,Spal,AC Milan,2,2,FT,3.0,9.0,5.0,39.0,29.0,71.0,3.0,0.0,1.0,0.0,246.0,559.0,68.0,86.0,0,D,4,0,1,0,4.0,0.0,4.0,4.0,-42.0,-18.0,-34.0,-6.0,-313.0,0.4,0.05128205128205128,0.34871794871794876,0,1,0
Serie A,2019,232813,2020-07-02 19:45:00+00:00,Stadio Olimpico,M. Guida,AS Roma,Udinese,0,2,FT,4.0,3.0,18.0,13.0,52.0,48.0,2.0,2.0,1.0,0.0,506.0,472.0,87.0,86.0,-2,A,2,0,0,1,3.0,2.0,5.0,1.0,4.0,1.0,5.0,1.0,34.0,0.0,0.15384615384615385,-0.15384615384615385,0,0,0
